max_depth	max_features	n_estimators	min_samples_leaf	min_samples_split	AUC	Test_acc	Train_acc	Train_acc-Test_acc
3.000000	3.000000	40.000000	20.000000	100.000000	0.837882	0.776371	0.763587	-0.012784
3.000000	3.000000	40.000000	20.000000	120.000000	0.835657	0.774262	0.750906	-0.023356
3.000000	3.000000	40.000000	20.000000	140.000000	0.842030	0.765823	0.760870	-0.004953
3.000000	3.000000	40.000000	20.000000	160.000000	0.841692	0.770042	0.759964	-0.010078
3.000000	3.000000	40.000000	30.000000	80.000000	0.835069	0.757384	0.760870	0.003486
3.000000	3.000000	40.000000	30.000000	100.000000	0.834482	0.776371	0.761775	-0.014596
3.000000	3.000000	40.000000	30.000000	120.000000	0.839947	0.776371	0.750906	-0.025466
3.000000	3.000000	40.000000	30.000000	140.000000	0.836458	0.778481	0.759964	-0.018517
3.000000	3.000000	40.000000	30.000000	160.000000	0.831081	0.759494	0.759964	0.000470
3.000000	3.000000	40.000000	40.000000	80.000000	0.836903	0.772152	0.757246	-0.014906
3.000000	3.000000	40.000000	40.000000	100.000000	0.832701	0.767932	0.759058	-0.008875
3.000000	3.000000	40.000000	40.000000	120.000000	0.835425	0.748945	0.753623	0.004678
3.000000	3.000000	40.000000	40.000000	140.000000	0.829532	0.753165	0.759058	0.005893
3.000000	3.000000	40.000000	40.000000	160.000000	0.832808	0.765823	0.753623	-0.012200
3.000000	3.000000	40.000000	50.000000	80.000000	0.830974	0.755274	0.744565	-0.010709
3.000000	3.000000	40.000000	50.000000	100.000000	0.828500	0.757384	0.755435	-0.001949
3.000000	3.000000	40.000000	50.000000	120.000000	0.828482	0.753165	0.754529	0.001364
3.000000	3.000000	40.000000	50.000000	140.000000	0.834197	0.753165	0.748188	-0.004976
3.000000	3.000000	40.000000	50.000000	160.000000	0.831882	0.755274	0.757246	0.001972
3.000000	3.000000	40.000000	60.000000	80.000000	0.831170	0.763713	0.753623	-0.010090
3.000000	3.000000	40.000000	60.000000	100.000000	0.835087	0.757384	0.758152	0.000768
3.000000	3.000000	40.000000	60.000000	120.000000	0.829639	0.753165	0.756341	0.003176
3.000000	3.000000	40.000000	60.000000	140.000000	0.830957	0.755274	0.757246	0.001972
3.000000	3.000000	40.000000	60.000000	160.000000	0.830636	0.742616	0.753623	0.011007
3.000000	3.000000	50.000000	10.000000	80.000000	0.844701	0.770042	0.778986	0.008943
3.000000	3.000000	50.000000	10.000000	100.000000	0.841140	0.770042	0.777174	0.007132
3.000000	3.000000	50.000000	10.000000	120.000000	0.839840	0.763713	0.756341	-0.007373
3.000000	3.000000	50.000000	10.000000	140.000000	0.835942	0.761603	0.766304	0.004701
3.000000	3.000000	50.000000	10.000000	160.000000	0.834927	0.767932	0.769022	0.001089
3.000000	3.000000	50.000000	20.000000	80.000000	0.841959	0.767932	0.772645	0.004712
3.000000	3.000000	50.000000	20.000000	100.000000	0.840090	0.782700	0.775362	-0.007338
3.000000	3.000000	50.000000	20.000000	120.000000	0.831687	0.757384	0.759964	0.002580
3.000000	3.000000	50.000000	20.000000	140.000000	0.837259	0.763713	0.753623	-0.010090
3.000000	3.000000	50.000000	20.000000	160.000000	0.839609	0.778481	0.759058	-0.019423
3.000000	3.000000	50.000000	30.000000	80.000000	0.841318	0.780591	0.765399	-0.015192
3.000000	3.000000	50.000000	30.000000	100.000000	0.837277	0.759494	0.763587	0.004093
3.000000	3.000000	50.000000	30.000000	120.000000	0.835906	0.761603	0.761775	0.000172
3.000000	3.000000	50.000000	30.000000	140.000000	0.833004	0.748945	0.764493	0.015548
3.000000	3.000000	50.000000	30.000000	160.000000	0.833538	0.770042	0.753623	-0.016419
3.000000	3.000000	50.000000	40.000000	80.000000	0.841888	0.757384	0.756341	-0.001043
3.000000	3.000000	50.000000	40.000000	100.000000	0.833556	0.751055	0.756341	0.005286
3.000000	3.000000	50.000000	40.000000	120.000000	0.833129	0.772152	0.750906	-0.021246
3.000000	3.000000	50.000000	40.000000	140.000000	0.834891	0.763713	0.754529	-0.009184
3.000000	3.000000	50.000000	40.000000	160.000000	0.831170	0.767932	0.750000	-0.017932
3.000000	3.000000	50.000000	50.000000	80.000000	0.831829	0.761603	0.754529	-0.007074
3.000000	3.000000	50.000000	50.000000	100.000000	0.829034	0.767932	0.758152	-0.009780
3.000000	3.000000	50.000000	50.000000	120.000000	0.836191	0.759494	0.751812	-0.007682
3.000000	3.000000	50.000000	50.000000	140.000000	0.836404	0.744726	0.761775	0.017050
3.000000	3.000000	50.000000	50.000000	160.000000	0.829354	0.748945	0.755435	0.006490
3.000000	3.000000	50.000000	60.000000	80.000000	0.829461	0.746835	0.762681	0.015846
3.000000	3.000000	50.000000	60.000000	100.000000	0.835977	0.755274	0.750906	-0.004368
3.000000	3.000000	50.000000	60.000000	120.000000	0.832879	0.757384	0.754529	-0.002855
3.000000	3.000000	50.000000	60.000000	140.000000	0.835140	0.751055	0.763587	0.012532
3.000000	3.000000	50.000000	60.000000	160.000000	0.826969	0.751055	0.756341	0.005286
3.000000	3.000000	60.000000	10.000000	80.000000	0.843917	0.767932	0.766304	-0.001628
3.000000	3.000000	60.000000	10.000000	100.000000	0.839520	0.776371	0.782609	0.006237
3.000000	3.000000	60.000000	10.000000	120.000000	0.834909	0.780591	0.776268	-0.004323
3.000000	3.000000	60.000000	10.000000	140.000000	0.838843	0.778481	0.768116	-0.010365
3.000000	3.000000	60.000000	10.000000	160.000000	0.848368	0.776371	0.769928	-0.006444
3.000000	3.000000	60.000000	20.000000	80.000000	0.841033	0.778481	0.766304	-0.012177
3.000000	3.000000	60.000000	20.000000	100.000000	0.842707	0.774262	0.778986	0.004724
3.000000	3.000000	60.000000	20.000000	120.000000	0.838203	0.761603	0.759964	-0.001640
3.000000	3.000000	60.000000	20.000000	140.000000	0.839484	0.774262	0.774457	0.000195
3.000000	3.000000	60.000000	20.000000	160.000000	0.835746	0.772152	0.778986	0.006834
3.000000	3.000000	60.000000	30.000000	80.000000	0.840321	0.774262	0.764493	-0.009769
3.000000	3.000000	60.000000	30.000000	100.000000	0.834250	0.767932	0.750906	-0.017027
3.000000	3.000000	60.000000	30.000000	120.000000	0.839004	0.763713	0.758152	-0.005561
3.000000	3.000000	60.000000	30.000000	140.000000	0.835390	0.774262	0.758152	-0.016109
3.000000	3.000000	60.000000	30.000000	160.000000	0.837401	0.770042	0.756341	-0.013702
3.000000	3.000000	60.000000	40.000000	80.000000	0.841283	0.767932	0.760870	-0.007063
3.000000	3.000000	60.000000	40.000000	100.000000	0.830102	0.757384	0.768116	0.010732
3.000000	3.000000	60.000000	40.000000	120.000000	0.828589	0.751055	0.746377	-0.004678
3.000000	3.000000	60.000000	40.000000	140.000000	0.841514	0.778481	0.762681	-0.015800
3.000000	3.000000	60.000000	40.000000	160.000000	0.835123	0.761603	0.745471	-0.016132
3.000000	3.000000	60.000000	50.000000	80.000000	0.831437	0.744726	0.757246	0.012521
3.000000	3.000000	60.000000	50.000000	100.000000	0.841817	0.748945	0.751812	0.002866
3.000000	3.000000	60.000000	50.000000	120.000000	0.836618	0.759494	0.764493	0.004999
3.000000	3.000000	60.000000	50.000000	140.000000	0.838416	0.770042	0.755435	-0.014607
3.000000	3.000000	60.000000	50.000000	160.000000	0.834482	0.751055	0.755435	0.004380
3.000000	3.000000	60.000000	60.000000	80.000000	0.833040	0.748945	0.755435	0.006490
3.000000	3.000000	60.000000	60.000000	100.000000	0.827574	0.767932	0.764493	-0.003440
3.000000	3.000000	60.000000	60.000000	120.000000	0.834802	0.757384	0.747283	-0.010101
3.000000	3.000000	60.000000	60.000000	140.000000	0.831206	0.761603	0.754529	-0.007074
3.000000	3.000000	60.000000	60.000000	160.000000	0.835229	0.761603	0.750000	-0.011603
3.000000	3.000000	70.000000	10.000000	80.000000	0.836850	0.757384	0.763587	0.006203
3.000000	3.000000	70.000000	10.000000	100.000000	0.837936	0.772152	0.782609	0.010457
3.000000	3.000000	70.000000	10.000000	120.000000	0.841799	0.776371	0.759058	-0.017313
3.000000	3.000000	70.000000	10.000000	140.000000	0.837188	0.778481	0.769022	-0.009459
3.000000	3.000000	70.000000	10.000000	160.000000	0.843846	0.780591	0.767210	-0.013381
3.000000	3.000000	70.000000	20.000000	80.000000	0.841692	0.791139	0.776268	-0.014871
3.000000	3.000000	70.000000	20.000000	100.000000	0.840321	0.784810	0.761775	-0.023035
3.000000	3.000000	70.000000	20.000000	120.000000	0.834945	0.772152	0.776268	0.004116
3.000000	3.000000	70.000000	20.000000	140.000000	0.841389	0.765823	0.754529	-0.011294
3.000000	3.000000	70.000000	20.000000	160.000000	0.838861	0.774262	0.775362	0.001101
3.000000	3.000000	70.000000	30.000000	80.000000	0.839200	0.774262	0.768116	-0.006146
3.000000	3.000000	70.000000	30.000000	100.000000	0.842048	0.772152	0.762681	-0.009471
3.000000	3.000000	70.000000	30.000000	120.000000	0.840642	0.763713	0.765399	0.001685
3.000000	3.000000	70.000000	30.000000	140.000000	0.833805	0.757384	0.767210	0.009826
3.000000	3.000000	70.000000	30.000000	160.000000	0.831188	0.755274	0.760870	0.005595
3.000000	3.000000	70.000000	40.000000	80.000000	0.833841	0.751055	0.763587	0.012532
3.000000	3.000000	70.000000	40.000000	100.000000	0.837152	0.770042	0.763587	-0.006455
3.000000	3.000000	70.000000	40.000000	120.000000	0.832594	0.759494	0.758152	-0.001341
3.000000	3.000000	70.000000	40.000000	140.000000	0.836707	0.772152	0.750906	-0.021246
3.000000	3.000000	70.000000	40.000000	160.000000	0.833307	0.759494	0.759058	-0.000436
3.000000	3.000000	70.000000	50.000000	80.000000	0.836547	0.755274	0.759058	0.003784
3.000000	3.000000	70.000000	50.000000	100.000000	0.827200	0.755274	0.761775	0.006501
3.000000	3.000000	70.000000	50.000000	120.000000	0.830850	0.748945	0.752717	0.003772
3.000000	3.000000	70.000000	50.000000	140.000000	0.838986	0.772152	0.751812	-0.020340
3.000000	3.000000	70.000000	50.000000	160.000000	0.834250	0.761603	0.757246	-0.004357
3.000000	3.000000	70.000000	60.000000	80.000000	0.842351	0.767932	0.749094	-0.018838
3.000000	3.000000	70.000000	60.000000	100.000000	0.832470	0.757384	0.761775	0.004391
3.000000	3.000000	70.000000	60.000000	120.000000	0.827521	0.755274	0.750000	-0.005274
3.000000	3.000000	70.000000	60.000000	140.000000	0.836903	0.744726	0.755435	0.010709
3.000000	3.000000	70.000000	60.000000	160.000000	0.836760	0.767932	0.750906	-0.017027
3.000000	7.000000	10.000000	10.000000	80.000000	0.826577	0.751055	0.771739	0.020684
3.000000	7.000000	10.000000	10.000000	100.000000	0.828144	0.763713	0.778080	0.014367
3.000000	7.000000	10.000000	10.000000	120.000000	0.826390	0.759494	0.750906	-0.008588
3.000000	7.000000	10.000000	10.000000	140.000000	0.816643	0.740506	0.759058	0.018552
3.000000	7.000000	10.000000	10.000000	160.000000	0.834455	0.742616	0.762681	0.020065
3.000000	7.000000	10.000000	20.000000	80.000000	0.825535	0.759494	0.757246	-0.002247
3.000000	7.000000	10.000000	20.000000	100.000000	0.824921	0.746835	0.754529	0.007694
3.000000	7.000000	10.000000	20.000000	120.000000	0.815503	0.755274	0.769022	0.013747
3.000000	7.000000	10.000000	20.000000	140.000000	0.832336	0.772152	0.738225	-0.033927
3.000000	7.000000	10.000000	20.000000	160.000000	0.835105	0.765823	0.774457	0.008634
3.000000	7.000000	10.000000	30.000000	80.000000	0.837330	0.761603	0.757246	-0.004357
3.000000	7.000000	10.000000	30.000000	100.000000	0.822767	0.746835	0.750906	0.004070
3.000000	7.000000	10.000000	30.000000	120.000000	0.820150	0.755274	0.740942	-0.014332
3.000000	7.000000	10.000000	30.000000	140.000000	0.829968	0.765823	0.738225	-0.027598
3.000000	7.000000	10.000000	30.000000	160.000000	0.831126	0.767932	0.745471	-0.022461
3.000000	7.000000	10.000000	40.000000	80.000000	0.827796	0.763713	0.727355	-0.036358
3.000000	7.000000	10.000000	40.000000	100.000000	0.824636	0.770042	0.750000	-0.020042
3.000000	7.000000	10.000000	40.000000	120.000000	0.823079	0.742616	0.752717	0.010101
3.000000	7.000000	10.000000	40.000000	140.000000	0.809708	0.751055	0.748188	-0.002866
3.000000	7.000000	10.000000	40.000000	160.000000	0.814177	0.744726	0.752717	0.007992
3.000000	7.000000	10.000000	50.000000	80.000000	0.816340	0.748945	0.757246	0.008301
3.000000	7.000000	10.000000	50.000000	100.000000	0.836155	0.763713	0.751812	-0.011901
3.000000	7.000000	10.000000	50.000000	120.000000	0.827298	0.753165	0.743659	-0.009505
3.000000	7.000000	10.000000	50.000000	140.000000	0.823461	0.757384	0.751812	-0.005572
3.000000	7.000000	10.000000	50.000000	160.000000	0.827245	0.751055	0.744565	-0.006490
3.000000	7.000000	10.000000	60.000000	80.000000	0.832230	0.761603	0.736413	-0.025190
3.000000	7.000000	10.000000	60.000000	100.000000	0.820550	0.744726	0.739130	-0.005595
3.000000	7.000000	10.000000	60.000000	120.000000	0.831651	0.744726	0.742754	-0.001972
3.000000	7.000000	10.000000	60.000000	140.000000	0.833654	0.746835	0.735507	-0.011328
3.000000	7.000000	10.000000	60.000000	160.000000	0.827173	0.744726	0.757246	0.012521
3.000000	7.000000	20.000000	10.000000	80.000000	0.832897	0.761603	0.760870	-0.000734
3.000000	7.000000	20.000000	10.000000	100.000000	0.833494	0.774262	0.769928	-0.004334
3.000000	7.000000	20.000000	10.000000	120.000000	0.835977	0.759494	0.766304	0.006811
3.000000	7.000000	20.000000	10.000000	140.000000	0.826070	0.767932	0.778080	0.010147
3.000000	7.000000	20.000000	10.000000	160.000000	0.829942	0.759494	0.748188	-0.011305
3.000000	7.000000	20.000000	20.000000	80.000000	0.827521	0.755274	0.769928	0.014653
3.000000	7.000000	20.000000	20.000000	100.000000	0.840659	0.765823	0.771739	0.005916
3.000000	7.000000	20.000000	20.000000	120.000000	0.834366	0.780591	0.773551	-0.007040
3.000000	7.000000	20.000000	20.000000	140.000000	0.834856	0.757384	0.743659	-0.013725
3.000000	7.000000	20.000000	20.000000	160.000000	0.837028	0.774262	0.760870	-0.013392
3.000000	7.000000	20.000000	30.000000	80.000000	0.840829	0.772152	0.761775	-0.010377
3.000000	7.000000	20.000000	30.000000	100.000000	0.826826	0.748945	0.750000	0.001055
3.000000	7.000000	20.000000	30.000000	120.000000	0.820720	0.755274	0.760870	0.005595
3.000000	7.000000	20.000000	30.000000	140.000000	0.832773	0.759494	0.748188	-0.011305
3.000000	7.000000	20.000000	30.000000	160.000000	0.824592	0.751055	0.757246	0.006192
3.000000	7.000000	20.000000	40.000000	80.000000	0.828615	0.757384	0.740036	-0.017348
3.000000	7.000000	20.000000	40.000000	100.000000	0.840606	0.765823	0.742754	-0.023069
3.000000	7.000000	20.000000	40.000000	120.000000	0.831820	0.757384	0.740036	-0.017348
3.000000	7.000000	20.000000	40.000000	140.000000	0.833663	0.761603	0.753623	-0.007980
3.000000	7.000000	20.000000	40.000000	160.000000	0.829239	0.755274	0.749094	-0.006180
3.000000	7.000000	20.000000	50.000000	80.000000	0.825909	0.757384	0.742754	-0.014630
3.000000	7.000000	20.000000	50.000000	100.000000	0.827307	0.748945	0.757246	0.008301
3.000000	7.000000	20.000000	50.000000	120.000000	0.828909	0.740506	0.759058	0.018552
3.000000	7.000000	20.000000	50.000000	140.000000	0.826844	0.748945	0.740942	-0.008003
3.000000	7.000000	20.000000	50.000000	160.000000	0.833965	0.746835	0.733696	-0.013140
3.000000	7.000000	20.000000	60.000000	80.000000	0.833360	0.757384	0.736413	-0.020971
3.000000	7.000000	20.000000	60.000000	100.000000	0.830529	0.763713	0.750906	-0.012807
3.000000	7.000000	20.000000	60.000000	120.000000	0.825438	0.767932	0.743659	-0.024273
3.000000	7.000000	20.000000	60.000000	140.000000	0.828482	0.740506	0.751812	0.011305
3.000000	7.000000	20.000000	60.000000	160.000000	0.825972	0.767932	0.743659	-0.024273
3.000000	7.000000	30.000000	10.000000	80.000000	0.832684	0.778481	0.779891	0.001410
3.000000	7.000000	30.000000	10.000000	100.000000	0.834936	0.759494	0.766304	0.006811
3.000000	7.000000	30.000000	10.000000	120.000000	0.840330	0.772152	0.764493	-0.007659
3.000000	7.000000	30.000000	10.000000	140.000000	0.836609	0.759494	0.766304	0.006811
3.000000	7.000000	30.000000	10.000000	160.000000	0.830716	0.748945	0.767210	0.018265
3.000000	7.000000	30.000000	20.000000	80.000000	0.842556	0.778481	0.770833	-0.007648
3.000000	7.000000	30.000000	20.000000	100.000000	0.827832	0.784810	0.768116	-0.016694
3.000000	7.000000	30.000000	20.000000	120.000000	0.845253	0.784810	0.774457	-0.010354
3.000000	7.000000	30.000000	20.000000	140.000000	0.836066	0.770042	0.759058	-0.010984
3.000000	7.000000	30.000000	20.000000	160.000000	0.840766	0.770042	0.767210	-0.002832
3.000000	7.000000	30.000000	30.000000	80.000000	0.828980	0.755274	0.752717	-0.002557
3.000000	7.000000	30.000000	30.000000	100.000000	0.836538	0.780591	0.769928	-0.010663
3.000000	7.000000	30.000000	30.000000	120.000000	0.829461	0.759494	0.757246	-0.002247
3.000000	7.000000	30.000000	30.000000	140.000000	0.832488	0.755274	0.746377	-0.008897
3.000000	7.000000	30.000000	30.000000	160.000000	0.835051	0.763713	0.752717	-0.010996
3.000000	7.000000	30.000000	40.000000	80.000000	0.839698	0.759494	0.752717	-0.006776
3.000000	7.000000	30.000000	40.000000	100.000000	0.828749	0.755274	0.752717	-0.002557
3.000000	7.000000	30.000000	40.000000	120.000000	0.831508	0.748945	0.751812	0.002866
3.000000	7.000000	30.000000	40.000000	140.000000	0.835051	0.763713	0.758152	-0.005561
3.000000	7.000000	30.000000	40.000000	160.000000	0.836814	0.763713	0.747283	-0.016430
3.000000	7.000000	30.000000	50.000000	80.000000	0.831829	0.753165	0.746377	-0.006788
3.000000	7.000000	30.000000	50.000000	100.000000	0.836387	0.770042	0.742754	-0.027289
3.000000	7.000000	30.000000	50.000000	120.000000	0.828357	0.744726	0.751812	0.007086
3.000000	7.000000	30.000000	50.000000	140.000000	0.829817	0.753165	0.740942	-0.012223
3.000000	7.000000	30.000000	50.000000	160.000000	0.832915	0.763713	0.739130	-0.024583
3.000000	7.000000	30.000000	60.000000	80.000000	0.835354	0.761603	0.743659	-0.017944
3.000000	7.000000	30.000000	60.000000	100.000000	0.829239	0.770042	0.743659	-0.026383
3.000000	7.000000	30.000000	60.000000	120.000000	0.836244	0.757384	0.746377	-0.011007
3.000000	7.000000	30.000000	60.000000	140.000000	0.831865	0.761603	0.738225	-0.023379
3.000000	7.000000	30.000000	60.000000	160.000000	0.833912	0.757384	0.740036	-0.017348
3.000000	7.000000	40.000000	10.000000	80.000000	0.840980	0.763713	0.772645	0.008932
3.000000	7.000000	40.000000	10.000000	100.000000	0.842858	0.789030	0.773551	-0.015479
