max_depth	max_features	n_estimators	min_samples_leaf	min_samples_split	AUC	Test_acc	Train_acc	Train_acc-Test_acc
3.000000	11.000000	70.000000	10.000000	80.000000	0.837384	0.770042	0.769928	-0.000115
3.000000	11.000000	70.000000	10.000000	100.000000	0.835069	0.767932	0.769928	0.001995
3.000000	11.000000	70.000000	10.000000	120.000000	0.831295	0.757384	0.770833	0.013449
3.000000	11.000000	70.000000	10.000000	140.000000	0.835407	0.757384	0.762681	0.005297
3.000000	11.000000	70.000000	10.000000	160.000000	0.834393	0.763713	0.757246	-0.006467
3.000000	11.000000	70.000000	20.000000	80.000000	0.837455	0.765823	0.769928	0.004105
3.000000	11.000000	70.000000	20.000000	100.000000	0.836084	0.776371	0.770833	-0.005538
3.000000	11.000000	70.000000	20.000000	120.000000	0.835443	0.774262	0.759058	-0.015204
3.000000	11.000000	70.000000	20.000000	140.000000	0.835069	0.767932	0.759058	-0.008875
3.000000	11.000000	70.000000	20.000000	160.000000	0.835354	0.765823	0.762681	-0.003142
3.000000	11.000000	70.000000	30.000000	80.000000	0.832577	0.755274	0.750000	-0.005274
3.000000	11.000000	70.000000	30.000000	100.000000	0.835888	0.765823	0.745471	-0.020352
3.000000	11.000000	70.000000	30.000000	120.000000	0.836885	0.774262	0.754529	-0.019733
3.000000	11.000000	70.000000	30.000000	140.000000	0.836209	0.761603	0.749094	-0.012509
3.000000	11.000000	70.000000	30.000000	160.000000	0.832096	0.755274	0.742754	-0.012521
3.000000	11.000000	70.000000	40.000000	80.000000	0.832915	0.753165	0.753623	0.000459
3.000000	11.000000	70.000000	40.000000	100.000000	0.835318	0.753165	0.750000	-0.003165
3.000000	11.000000	70.000000	40.000000	120.000000	0.833413	0.763713	0.744565	-0.019148
3.000000	11.000000	70.000000	40.000000	140.000000	0.829924	0.748945	0.749094	0.000149
3.000000	11.000000	70.000000	40.000000	160.000000	0.834321	0.761603	0.744565	-0.017038
3.000000	11.000000	70.000000	50.000000	80.000000	0.832968	0.759494	0.744565	-0.014928
3.000000	11.000000	70.000000	50.000000	100.000000	0.835959	0.765823	0.752717	-0.013105
3.000000	11.000000	70.000000	50.000000	120.000000	0.831455	0.746835	0.742754	-0.004082
3.000000	11.000000	70.000000	50.000000	140.000000	0.833360	0.757384	0.742754	-0.014630
3.000000	11.000000	70.000000	50.000000	160.000000	0.829425	0.757384	0.742754	-0.014630
3.000000	11.000000	70.000000	60.000000	80.000000	0.830725	0.763713	0.735507	-0.028206
3.000000	11.000000	70.000000	60.000000	100.000000	0.830868	0.757384	0.735507	-0.021877
3.000000	11.000000	70.000000	60.000000	120.000000	0.829906	0.755274	0.733696	-0.021579
3.000000	11.000000	70.000000	60.000000	140.000000	0.828571	0.757384	0.742754	-0.014630
3.000000	11.000000	70.000000	60.000000	160.000000	0.833716	0.755274	0.747283	-0.007992
7.000000	3.000000	10.000000	10.000000	80.000000	0.823924	0.746835	0.787138	0.040302
7.000000	3.000000	10.000000	10.000000	100.000000	0.838630	0.765823	0.786232	0.020409
7.000000	3.000000	10.000000	10.000000	120.000000	0.833841	0.751055	0.774457	0.023402
7.000000	3.000000	10.000000	10.000000	140.000000	0.825918	0.734177	0.769022	0.034845
7.000000	3.000000	10.000000	10.000000	160.000000	0.825847	0.734177	0.769022	0.034845
7.000000	3.000000	10.000000	20.000000	80.000000	0.815414	0.729958	0.769022	0.039064
7.000000	3.000000	10.000000	20.000000	100.000000	0.840410	0.770042	0.783514	0.013472
7.000000	3.000000	10.000000	20.000000	120.000000	0.835016	0.767932	0.766304	-0.001628
7.000000	3.000000	10.000000	20.000000	140.000000	0.846045	0.780591	0.778986	-0.001605
7.000000	3.000000	10.000000	20.000000	160.000000	0.838915	0.789030	0.781703	-0.007327
7.000000	3.000000	10.000000	30.000000	80.000000	0.834232	0.763713	0.782609	0.018896
7.000000	3.000000	10.000000	30.000000	100.000000	0.843205	0.780591	0.765399	-0.015192
7.000000	3.000000	10.000000	30.000000	120.000000	0.819918	0.755274	0.783514	0.028240
7.000000	3.000000	10.000000	30.000000	140.000000	0.839191	0.780591	0.777174	-0.003417
7.000000	3.000000	10.000000	30.000000	160.000000	0.839698	0.780591	0.761775	-0.018815
7.000000	3.000000	10.000000	40.000000	80.000000	0.830672	0.770042	0.770833	0.000791
7.000000	3.000000	10.000000	40.000000	100.000000	0.815263	0.751055	0.751812	0.000757
7.000000	3.000000	10.000000	40.000000	120.000000	0.832497	0.757384	0.756341	-0.001043
7.000000	3.000000	10.000000	40.000000	140.000000	0.835310	0.748945	0.746377	-0.002568
7.000000	3.000000	10.000000	40.000000	160.000000	0.819180	0.763713	0.744565	-0.019148
7.000000	3.000000	10.000000	50.000000	80.000000	0.825811	0.765823	0.766304	0.000482
7.000000	3.000000	10.000000	50.000000	100.000000	0.817159	0.746835	0.762681	0.015846
7.000000	3.000000	10.000000	50.000000	120.000000	0.827378	0.729958	0.766304	0.036347
7.000000	3.000000	10.000000	50.000000	140.000000	0.834215	0.757384	0.750000	-0.007384
7.000000	3.000000	10.000000	50.000000	160.000000	0.832488	0.770042	0.759058	-0.010984
7.000000	3.000000	10.000000	60.000000	80.000000	0.806103	0.732068	0.747283	0.015215
7.000000	3.000000	10.000000	60.000000	100.000000	0.829550	0.759494	0.759058	-0.000436
7.000000	3.000000	10.000000	60.000000	120.000000	0.843116	0.759494	0.742754	-0.016740
7.000000	3.000000	10.000000	60.000000	140.000000	0.823604	0.761603	0.743659	-0.017944
7.000000	3.000000	10.000000	60.000000	160.000000	0.825464	0.755274	0.731884	-0.023390
7.000000	3.000000	20.000000	10.000000	80.000000	0.835496	0.757384	0.794384	0.037000
7.000000	3.000000	20.000000	10.000000	100.000000	0.840268	0.778481	0.781703	0.003222
7.000000	3.000000	20.000000	10.000000	120.000000	0.832755	0.763713	0.778080	0.014367
7.000000	3.000000	20.000000	10.000000	140.000000	0.842333	0.776371	0.770833	-0.005538
7.000000	3.000000	20.000000	10.000000	160.000000	0.838363	0.786920	0.769022	-0.017898
7.000000	3.000000	20.000000	20.000000	80.000000	0.834713	0.753165	0.797101	0.043937
7.000000	3.000000	20.000000	20.000000	100.000000	0.835461	0.763713	0.791667	0.027954
7.000000	3.000000	20.000000	20.000000	120.000000	0.850309	0.763713	0.781703	0.017990
7.000000	3.000000	20.000000	20.000000	140.000000	0.840766	0.761603	0.755435	-0.006169
7.000000	3.000000	20.000000	20.000000	160.000000	0.837134	0.776371	0.771739	-0.004632
7.000000	3.000000	20.000000	30.000000	80.000000	0.834250	0.765823	0.770833	0.005011
7.000000	3.000000	20.000000	30.000000	100.000000	0.836351	0.765823	0.771739	0.005916
7.000000	3.000000	20.000000	30.000000	120.000000	0.837757	0.786920	0.779891	-0.007029
7.000000	3.000000	20.000000	30.000000	140.000000	0.841496	0.778481	0.768116	-0.010365
7.000000	3.000000	20.000000	30.000000	160.000000	0.837384	0.765823	0.765399	-0.000424
7.000000	3.000000	20.000000	40.000000	80.000000	0.822322	0.748945	0.772645	0.023700
7.000000	3.000000	20.000000	40.000000	100.000000	0.840446	0.778481	0.758152	-0.020329
7.000000	3.000000	20.000000	40.000000	120.000000	0.839431	0.767932	0.763587	-0.004346
7.000000	3.000000	20.000000	40.000000	140.000000	0.835692	0.770042	0.759964	-0.010078
7.000000	3.000000	20.000000	40.000000	160.000000	0.820114	0.753165	0.751812	-0.001353
7.000000	3.000000	20.000000	50.000000	80.000000	0.833093	0.761603	0.754529	-0.007074
7.000000	3.000000	20.000000	50.000000	100.000000	0.835746	0.759494	0.766304	0.006811
7.000000	3.000000	20.000000	50.000000	120.000000	0.833396	0.761603	0.761775	0.000172
7.000000	3.000000	20.000000	50.000000	140.000000	0.835755	0.765823	0.761775	-0.004047
7.000000	3.000000	20.000000	50.000000	160.000000	0.826969	0.763713	0.755435	-0.008278
7.000000	3.000000	20.000000	60.000000	80.000000	0.834393	0.761603	0.754529	-0.007074
7.000000	3.000000	20.000000	60.000000	100.000000	0.829336	0.744726	0.757246	0.012521
7.000000	3.000000	20.000000	60.000000	120.000000	0.830422	0.767932	0.764493	-0.003440
7.000000	3.000000	20.000000	60.000000	140.000000	0.833645	0.765823	0.743659	-0.022163
7.000000	3.000000	20.000000	60.000000	160.000000	0.822037	0.753165	0.756341	0.003176
7.000000	3.000000	30.000000	10.000000	80.000000	0.841621	0.770042	0.786232	0.016190
7.000000	3.000000	30.000000	10.000000	100.000000	0.838933	0.772152	0.794384	0.022232
7.000000	3.000000	30.000000	10.000000	120.000000	0.831152	0.761603	0.787138	0.025534
7.000000	3.000000	30.000000	10.000000	140.000000	0.849543	0.761603	0.783514	0.021911
7.000000	3.000000	30.000000	10.000000	160.000000	0.839627	0.757384	0.786232	0.028848
7.000000	3.000000	30.000000	20.000000	80.000000	0.843668	0.774262	0.790761	0.016499
7.000000	3.000000	30.000000	20.000000	100.000000	0.833556	0.765823	0.799819	0.033996
7.000000	3.000000	30.000000	20.000000	120.000000	0.836974	0.772152	0.779891	0.007739
7.000000	3.000000	30.000000	20.000000	140.000000	0.838701	0.778481	0.785326	0.006845
7.000000	3.000000	30.000000	20.000000	160.000000	0.839609	0.782700	0.771739	-0.010961
7.000000	3.000000	30.000000	30.000000	80.000000	0.842582	0.767932	0.775362	0.007430
7.000000	3.000000	30.000000	30.000000	100.000000	0.840428	0.767932	0.778080	0.010147
7.000000	3.000000	30.000000	30.000000	120.000000	0.839075	0.780591	0.753623	-0.026968
7.000000	3.000000	30.000000	30.000000	140.000000	0.837936	0.776371	0.766304	-0.010067
7.000000	3.000000	30.000000	30.000000	160.000000	0.844167	0.763713	0.774457	0.010743
7.000000	3.000000	30.000000	40.000000	80.000000	0.835443	0.767932	0.766304	-0.001628
7.000000	3.000000	30.000000	40.000000	100.000000	0.840268	0.757384	0.776268	0.018884
7.000000	3.000000	30.000000	40.000000	120.000000	0.834588	0.753165	0.767210	0.014046
7.000000	3.000000	30.000000	40.000000	140.000000	0.830262	0.765823	0.765399	-0.000424
7.000000	3.000000	30.000000	40.000000	160.000000	0.834090	0.755274	0.761775	0.006501
7.000000	3.000000	30.000000	50.000000	80.000000	0.834767	0.748945	0.771739	0.022794
7.000000	3.000000	30.000000	50.000000	100.000000	0.830084	0.757384	0.769022	0.011638
7.000000	3.000000	30.000000	50.000000	120.000000	0.835425	0.767932	0.764493	-0.003440
7.000000	3.000000	30.000000	50.000000	140.000000	0.833502	0.776371	0.759058	-0.017313
7.000000	3.000000	30.000000	50.000000	160.000000	0.838933	0.763713	0.767210	0.003497
7.000000	3.000000	30.000000	60.000000	80.000000	0.829212	0.767932	0.759058	-0.008875
7.000000	3.000000	30.000000	60.000000	100.000000	0.835051	0.755274	0.761775	0.006501
7.000000	3.000000	30.000000	60.000000	120.000000	0.829924	0.763713	0.758152	-0.005561
7.000000	3.000000	30.000000	60.000000	140.000000	0.826648	0.746835	0.752717	0.005882
7.000000	3.000000	30.000000	60.000000	160.000000	0.841550	0.763713	0.752717	-0.010996
7.000000	3.000000	40.000000	10.000000	80.000000	0.845449	0.770042	0.799819	0.029777
7.000000	3.000000	40.000000	10.000000	100.000000	0.845431	0.784810	0.792572	0.007762
7.000000	3.000000	40.000000	10.000000	120.000000	0.844932	0.767932	0.796196	0.028263
7.000000	3.000000	40.000000	10.000000	140.000000	0.841140	0.761603	0.782609	0.021005
7.000000	3.000000	40.000000	10.000000	160.000000	0.845858	0.765823	0.776268	0.010445
7.000000	3.000000	40.000000	20.000000	80.000000	0.842689	0.770042	0.798913	0.028871
7.000000	3.000000	40.000000	20.000000	100.000000	0.844808	0.772152	0.791667	0.019515
7.000000	3.000000	40.000000	20.000000	120.000000	0.840909	0.776371	0.790761	0.014390
7.000000	3.000000	40.000000	20.000000	140.000000	0.843188	0.767932	0.776268	0.008336
7.000000	3.000000	40.000000	20.000000	160.000000	0.840891	0.776371	0.776268	-0.000103
7.000000	3.000000	40.000000	30.000000	80.000000	0.838363	0.767932	0.785326	0.017394
7.000000	3.000000	40.000000	30.000000	100.000000	0.836814	0.767932	0.787138	0.019205
7.000000	3.000000	40.000000	30.000000	120.000000	0.846891	0.780591	0.779891	-0.000699
7.000000	3.000000	40.000000	30.000000	140.000000	0.840642	0.763713	0.777174	0.013461
7.000000	3.000000	40.000000	30.000000	160.000000	0.837223	0.772152	0.765399	-0.006753
7.000000	3.000000	40.000000	40.000000	80.000000	0.840784	0.767932	0.766304	-0.001628
7.000000	3.000000	40.000000	40.000000	100.000000	0.837900	0.770042	0.770833	0.000791
7.000000	3.000000	40.000000	40.000000	120.000000	0.841870	0.765823	0.768116	0.002293
7.000000	3.000000	40.000000	40.000000	140.000000	0.836600	0.772152	0.770833	-0.001319
7.000000	3.000000	40.000000	40.000000	160.000000	0.839627	0.763713	0.772645	0.008932
7.000000	3.000000	40.000000	50.000000	80.000000	0.838648	0.761603	0.773551	0.011947
7.000000	3.000000	40.000000	50.000000	100.000000	0.834571	0.761603	0.766304	0.004701
7.000000	3.000000	40.000000	50.000000	120.000000	0.834126	0.761603	0.764493	0.002889
7.000000	3.000000	40.000000	50.000000	140.000000	0.836137	0.778481	0.747283	-0.031198
7.000000	3.000000	40.000000	50.000000	160.000000	0.839093	0.761603	0.767210	0.005607
7.000000	3.000000	40.000000	60.000000	80.000000	0.833645	0.759494	0.759058	-0.000436
7.000000	3.000000	40.000000	60.000000	100.000000	0.835247	0.755274	0.764493	0.009218
7.000000	3.000000	40.000000	60.000000	120.000000	0.834588	0.757384	0.763587	0.006203
7.000000	3.000000	40.000000	60.000000	140.000000	0.835212	0.753165	0.753623	0.000459
7.000000	3.000000	40.000000	60.000000	160.000000	0.837028	0.770042	0.755435	-0.014607
7.000000	3.000000	50.000000	10.000000	80.000000	0.841567	0.767932	0.790761	0.022828
7.000000	3.000000	50.000000	10.000000	100.000000	0.841461	0.776371	0.796196	0.019824
7.000000	3.000000	50.000000	10.000000	120.000000	0.841941	0.770042	0.788043	0.018001
7.000000	3.000000	50.000000	10.000000	140.000000	0.844149	0.782700	0.788949	0.006249
7.000000	3.000000	50.000000	10.000000	160.000000	0.838933	0.776371	0.778986	0.002614
7.000000	3.000000	50.000000	20.000000	80.000000	0.844434	0.786920	0.794384	0.007464
7.000000	3.000000	50.000000	20.000000	100.000000	0.841122	0.778481	0.789855	0.011374
7.000000	3.000000	50.000000	20.000000	120.000000	0.833538	0.761603	0.790761	0.029157
7.000000	3.000000	50.000000	20.000000	140.000000	0.840695	0.782700	0.781703	-0.000998
7.000000	3.000000	50.000000	20.000000	160.000000	0.842119	0.784810	0.785326	0.000516
7.000000	3.000000	50.000000	30.000000	80.000000	0.841372	0.772152	0.778080	0.005928
7.000000	3.000000	50.000000	30.000000	100.000000	0.839823	0.765823	0.780797	0.014974
7.000000	3.000000	50.000000	30.000000	120.000000	0.837668	0.763713	0.767210	0.003497
7.000000	3.000000	50.000000	30.000000	140.000000	0.842689	0.765823	0.771739	0.005916
7.000000	3.000000	50.000000	30.000000	160.000000	0.838541	0.763713	0.753623	-0.010090
7.000000	3.000000	50.000000	40.000000	80.000000	0.841888	0.753165	0.774457	0.021292
7.000000	3.000000	50.000000	40.000000	100.000000	0.830868	0.770042	0.761775	-0.008267
7.000000	3.000000	50.000000	40.000000	120.000000	0.840891	0.767932	0.761775	-0.006157
7.000000	3.000000	50.000000	40.000000	140.000000	0.839912	0.778481	0.763587	-0.014894
7.000000	3.000000	50.000000	40.000000	160.000000	0.837259	0.757384	0.754529	-0.002855
7.000000	3.000000	50.000000	50.000000	80.000000	0.831152	0.746835	0.770833	0.023998
7.000000	3.000000	50.000000	50.000000	100.000000	0.837597	0.767932	0.758152	-0.009780
7.000000	3.000000	50.000000	50.000000	120.000000	0.833146	0.774262	0.759964	-0.014298
7.000000	3.000000	50.000000	50.000000	140.000000	0.842012	0.753165	0.765399	0.012234
7.000000	3.000000	50.000000	50.000000	160.000000	0.841906	0.772152	0.760870	-0.011282
7.000000	3.000000	50.000000	60.000000	80.000000	0.829977	0.759494	0.759964	0.000470
7.000000	3.000000	50.000000	60.000000	100.000000	0.839609	0.753165	0.761775	0.008611
7.000000	3.000000	50.000000	60.000000	120.000000	0.833894	0.765823	0.763587	-0.002236
7.000000	3.000000	50.000000	60.000000	140.000000	0.832577	0.767932	0.755435	-0.012498
7.000000	3.000000	50.000000	60.000000	160.000000	0.827485	0.748945	0.761775	0.012830
7.000000	3.000000	60.000000	10.000000	80.000000	0.843330	0.778481	0.795290	0.016809
7.000000	3.000000	60.000000	10.000000	100.000000	0.847265	0.778481	0.790761	0.012280
7.000000	3.000000	60.000000	10.000000	120.000000	0.848796	0.774262	0.790761	0.016499
7.000000	3.000000	60.000000	10.000000	140.000000	0.840250	0.772152	0.794384	0.022232
7.000000	3.000000	60.000000	10.000000	160.000000	0.841603	0.778481	0.787138	0.008657
7.000000	3.000000	60.000000	20.000000	80.000000	0.847051	0.778481	0.792572	0.014091
7.000000	3.000000	60.000000	20.000000	100.000000	0.846125	0.780591	0.785326	0.004735
7.000000	3.000000	60.000000	20.000000	120.000000	0.845965	0.776371	0.785326	0.008955
7.000000	3.000000	60.000000	20.000000	140.000000	0.843437	0.774262	0.779891	0.005630
7.000000	3.000000	60.000000	20.000000	160.000000	0.840642	0.772152	0.769928	-0.002224
7.000000	3.000000	60.000000	30.000000	80.000000	0.841229	0.761603	0.788043	0.026440
7.000000	3.000000	60.000000	30.000000	100.000000	0.834464	0.765823	0.779891	0.014069
7.000000	3.000000	60.000000	30.000000	120.000000	0.838879	0.761603	0.769928	0.008324
7.000000	3.000000	60.000000	30.000000	140.000000	0.840748	0.774262	0.777174	0.002912
7.000000	3.000000	60.000000	30.000000	160.000000	0.838167	0.761603	0.767210	0.005607
7.000000	3.000000	60.000000	40.000000	80.000000	0.838131	0.763713	0.769928	0.006214
7.000000	3.000000	60.000000	40.000000	100.000000	0.842511	0.759494	0.771739	0.012245
7.000000	3.000000	60.000000	40.000000	120.000000	0.840481	0.765823	0.778986	0.013163
7.000000	3.000000	60.000000	40.000000	140.000000	0.842226	0.759494	0.767210	0.007716
7.000000	3.000000	60.000000	40.000000	160.000000	0.838149	0.763713	0.756341	-0.007373
7.000000	3.000000	60.000000	50.000000	80.000000	0.838167	0.776371	0.769022	-0.007350
7.000000	3.000000	60.000000	50.000000	100.000000	0.840731	0.763713	0.762681	-0.001032
7.000000	3.000000	60.000000	50.000000	120.000000	0.838594	0.774262	0.768116	-0.006146
7.000000	3.000000	60.000000	50.000000	140.000000	0.842529	0.770042	0.765399	-0.004644
7.000000	3.000000	60.000000	50.000000	160.000000	0.836102	0.778481	0.761775	-0.016706
7.000000	3.000000	60.000000	60.000000	80.000000	0.830422	0.757384	0.760870	0.003486
7.000000	3.000000	60.000000	60.000000	100.000000	0.841977	0.765823	0.759964	-0.005859
7.000000	3.000000	60.000000	60.000000	120.000000	0.828304	0.748945	0.761775	0.012830
7.000000	3.000000	60.000000	60.000000	140.000000	0.830049	0.755274	0.759964	0.004690
7.000000	3.000000	60.000000	60.000000	160.000000	0.834553	0.761603	0.762681	0.001078
7.000000	3.000000	70.000000	10.000000	80.000000	0.845306	0.780591	0.791667	0.011076
7.000000	3.000000	70.000000	10.000000	100.000000	0.844612	0.784810	0.793478	0.008668
7.000000	3.000000	70.000000	10.000000	120.000000	0.846570	0.782700	0.794384	0.011684
7.000000	3.000000	70.000000	10.000000	140.000000	0.842547	0.761603	0.783514	0.021911
7.000000	3.000000	70.000000	10.000000	160.000000	0.840464	0.780591	0.783514	0.002924
7.000000	3.000000	70.000000	20.000000	80.000000	0.846107	0.778481	0.792572	0.014091
7.000000	3.000000	70.000000	20.000000	100.000000	0.851484	0.784810	0.788043	0.003233
7.000000	3.000000	70.000000	20.000000	120.000000	0.842867	0.782700	0.790761	0.008060
7.000000	3.000000	70.000000	20.000000	140.000000	0.839751	0.767932	0.782609	0.014676
7.000000	3.000000	70.000000	20.000000	160.000000	0.846837	0.786920	0.769022	-0.017898
7.000000	3.000000	70.000000	30.000000	80.000000	0.840375	0.761603	0.785326	0.023723
7.000000	3.000000	70.000000	30.000000	100.000000	0.840606	0.767932	0.778986	0.011053
7.000000	3.000000	70.000000	30.000000	120.000000	0.842315	0.765823	0.770833	0.005011
7.000000	3.000000	70.000000	30.000000	140.000000	0.838078	0.763713	0.763587	-0.000126
7.000000	3.000000	70.000000	30.000000	160.000000	0.843953	0.778481	0.775362	-0.003119
7.000000	3.000000	70.000000	40.000000	80.000000	0.839217	0.763713	0.780797	0.017084
7.000000	3.000000	70.000000	40.000000	100.000000	0.840837	0.759494	0.772645	0.013151
7.000000	3.000000	70.000000	40.000000	120.000000	0.836440	0.759494	0.759058	-0.000436
7.000000	3.000000	70.000000	40.000000	140.000000	0.841763	0.767932	0.758152	-0.009780
7.000000	3.000000	70.000000	40.000000	160.000000	0.834482	0.753165	0.759964	0.006799
7.000000	3.000000	70.000000	50.000000	80.000000	0.835069	0.759494	0.762681	0.003187
7.000000	3.000000	70.000000	50.000000	100.000000	0.836440	0.761603	0.768116	0.006513
7.000000	3.000000	70.000000	50.000000	120.000000	0.836048	0.763713	0.765399	0.001685
7.000000	3.000000	70.000000	50.000000	140.000000	0.839787	0.761603	0.766304	0.004701
7.000000	3.000000	70.000000	50.000000	160.000000	0.839538	0.770042	0.761775	-0.008267
7.000000	3.000000	70.000000	60.000000	80.000000	0.838665	0.765823	0.767210	0.001387
7.000000	3.000000	70.000000	60.000000	100.000000	0.835140	0.759494	0.770833	0.011340
7.000000	3.000000	70.000000	60.000000	120.000000	0.835443	0.761603	0.758152	-0.003451
7.000000	3.000000	70.000000	60.000000	140.000000	0.834090	0.753165	0.766304	0.013140
7.000000	3.000000	70.000000	60.000000	160.000000	0.834072	0.767932	0.765399	-0.002534
7.000000	7.000000	10.000000	10.000000	80.000000	0.829826	0.761603	0.782609	0.021005
7.000000	7.000000	10.000000	10.000000	100.000000	0.828206	0.763713	0.783514	0.019801
7.000000	7.000000	10.000000	10.000000	120.000000	0.837624	0.778481	0.782609	0.004128
7.000000	7.000000	10.000000	10.000000	140.000000	0.837802	0.759494	0.761775	0.002282
7.000000	7.000000	10.000000	10.000000	160.000000	0.826719	0.759494	0.774457	0.014963
7.000000	7.000000	10.000000	20.000000	80.000000	0.835995	0.770042	0.776268	0.006226
7.000000	7.000000	10.000000	20.000000	100.000000	0.835399	0.772152	0.778986	0.006834
7.000000	7.000000	10.000000	20.000000	120.000000	0.825874	0.757384	0.754529	-0.002855
7.000000	7.000000	10.000000	20.000000	140.000000	0.840010	0.770042	0.778080	0.008038
7.000000	7.000000	10.000000	20.000000	160.000000	0.835434	0.784810	0.783514	-0.001296
7.000000	7.000000	10.000000	30.000000	80.000000	0.833298	0.763713	0.775362	0.011649
7.000000	7.000000	10.000000	30.000000	100.000000	0.828811	0.740506	0.759058	0.018552
7.000000	7.000000	10.000000	30.000000	120.000000	0.830120	0.778481	0.759964	-0.018517
7.000000	7.000000	10.000000	30.000000	140.000000	0.823052	0.734177	0.749094	0.014917
7.000000	7.000000	10.000000	30.000000	160.000000	0.832158	0.772152	0.757246	-0.014906
7.000000	7.000000	10.000000	40.000000	80.000000	0.824316	0.744726	0.761775	0.017050
7.000000	7.000000	10.000000	40.000000	100.000000	0.829078	0.767932	0.757246	-0.010686
7.000000	7.000000	10.000000	40.000000	120.000000	0.825981	0.757384	0.758152	0.000768
7.000000	7.000000	10.000000	40.000000	140.000000	0.816340	0.742616	0.751812	0.009196
7.000000	7.000000	10.000000	40.000000	160.000000	0.818272	0.740506	0.745471	0.004965
7.000000	7.000000	10.000000	50.000000	80.000000	0.823230	0.751055	0.768116	0.017061
7.000000	7.000000	10.000000	50.000000	100.000000	0.820613	0.748945	0.761775	0.012830
7.000000	7.000000	10.000000	50.000000	120.000000	0.833823	0.765823	0.749094	-0.016729
7.000000	7.000000	10.000000	50.000000	140.000000	0.820310	0.755274	0.759058	0.003784
7.000000	7.000000	10.000000	50.000000	160.000000	0.825055	0.740506	0.738225	-0.002282
7.000000	7.000000	10.000000	60.000000	80.000000	0.817292	0.734177	0.744565	0.010388
7.000000	7.000000	10.000000	60.000000	100.000000	0.826461	0.753165	0.758152	0.004988
7.000000	7.000000	10.000000	60.000000	120.000000	0.830894	0.757384	0.743659	-0.013725
7.000000	7.000000	10.000000	60.000000	140.000000	0.834704	0.755274	0.745471	-0.009803
7.000000	7.000000	10.000000	60.000000	160.000000	0.837312	0.774262	0.740036	-0.034225
7.000000	7.000000	20.000000	10.000000	80.000000	0.836066	0.765823	0.794384	0.028561
7.000000	7.000000	20.000000	10.000000	100.000000	0.843526	0.795359	0.789855	-0.005504
7.000000	7.000000	20.000000	10.000000	120.000000	0.840072	0.767932	0.787138	0.019205
7.000000	7.000000	20.000000	10.000000	140.000000	0.839467	0.772152	0.777174	0.005022
7.000000	7.000000	20.000000	10.000000	160.000000	0.832986	0.761603	0.769022	0.007418
7.000000	7.000000	20.000000	20.000000	80.000000	0.843722	0.763713	0.773551	0.009838
7.000000	7.000000	20.000000	20.000000	100.000000	0.831010	0.763713	0.774457	0.010743
7.000000	7.000000	20.000000	20.000000	120.000000	0.835158	0.770042	0.779891	0.009849
7.000000	7.000000	20.000000	20.000000	140.000000	0.838060	0.763713	0.777174	0.013461
7.000000	7.000000	20.000000	20.000000	160.000000	0.839182	0.763713	0.762681	-0.001032
7.000000	7.000000	20.000000	30.000000	80.000000	0.837419	0.774262	0.794384	0.020122
7.000000	7.000000	20.000000	30.000000	100.000000	0.837401	0.751055	0.771739	0.020684
7.000000	7.000000	20.000000	30.000000	120.000000	0.826141	0.767932	0.763587	-0.004346
7.000000	7.000000	20.000000	30.000000	140.000000	0.833912	0.770042	0.764493	-0.005549
7.000000	7.000000	20.000000	30.000000	160.000000	0.838826	0.770042	0.760870	-0.009173
7.000000	7.000000	20.000000	40.000000	80.000000	0.835265	0.755274	0.769928	0.014653
7.000000	7.000000	20.000000	40.000000	100.000000	0.824262	0.744726	0.754529	0.009803
7.000000	7.000000	20.000000	40.000000	120.000000	0.834215	0.772152	0.762681	-0.009471
7.000000	7.000000	20.000000	40.000000	140.000000	0.836013	0.772152	0.757246	-0.014906
7.000000	7.000000	20.000000	40.000000	160.000000	0.830013	0.751055	0.761775	0.010721
7.000000	7.000000	20.000000	50.000000	80.000000	0.827147	0.759494	0.765399	0.005905
7.000000	7.000000	20.000000	50.000000	100.000000	0.832523	0.765823	0.760870	-0.004953
7.000000	7.000000	20.000000	50.000000	120.000000	0.839271	0.767932	0.754529	-0.013404
7.000000	7.000000	20.000000	50.000000	140.000000	0.826639	0.755274	0.755435	0.000161
7.000000	7.000000	20.000000	50.000000	160.000000	0.829666	0.767932	0.744565	-0.023367
7.000000	7.000000	20.000000	60.000000	80.000000	0.833770	0.759494	0.760870	0.001376
7.000000	7.000000	20.000000	60.000000	100.000000	0.830725	0.755274	0.761775	0.006501
7.000000	7.000000	20.000000	60.000000	120.000000	0.832968	0.761603	0.756341	-0.005263
7.000000	7.000000	20.000000	60.000000	140.000000	0.837846	0.757384	0.756341	-0.001043
7.000000	7.000000	20.000000	60.000000	160.000000	0.831126	0.761603	0.740942	-0.020661
7.000000	7.000000	30.000000	10.000000	80.000000	0.843490	0.765823	0.785326	0.019503
7.000000	7.000000	30.000000	10.000000	100.000000	0.842849	0.774262	0.779891	0.005630
7.000000	7.000000	30.000000	10.000000	120.000000	0.841407	0.776371	0.780797	0.004426
7.000000	7.000000	30.000000	10.000000	140.000000	0.840375	0.776371	0.778986	0.002614
7.000000	7.000000	30.000000	10.000000	160.000000	0.833591	0.772152	0.772645	0.000493
7.000000	7.000000	30.000000	20.000000	80.000000	0.839342	0.761603	0.789855	0.028252
7.000000	7.000000	30.000000	20.000000	100.000000	0.839342	0.776371	0.777174	0.000803
